Supporting Information for CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data S1: Input Database, see Data S2 for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific Name,Family,Genus,Species,Cultivar,Common Name,Photosynthetic Pathway,Tissue,Study Type,Plot Type,Elevated CO2,Ambient CO2,Added CO2,Additional Info,Elevated temperature,Irrigation,Sowing Time,Phosphorous application,Nitrogen application,Ozone,Year,Latitude,Longitude,Country,Reference,n,element,delta,ln r,Origin,Year Published
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.088270859,0.084590068,snowball,2018
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mn,0.088757396,0.085037043,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,Mn,0.183751065,0.168688265,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,P,0.091926529,0.087943594,snowball,2019
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Ca,0.094224924,0.090046281,snowball,2018
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.095637584,0.091336462,snowball,2018
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,P,0.094594595,0.090384061,snowball,2021
Glycine max 'Early Mandarin',Fabaceae,Glycine,max,Early Mandarin,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,P,0.098039216,0.093526058,snowball,2021
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,,,,,,,,,,,,Pinero et al 2017,6,Mn,-0.078740157,-0.082013152,snowball,2017
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"foliar calcium, no salt",,,,,,,,,,,Pinero et al 2018,6,Mn,-0.078740157,-0.082013152,snowball,2018
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.101361573,0.096547208,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ca,0.100331547,0.095611541,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.10200267,0.097129134,snowball,2019
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Cu,0.103896104,0.098845835,snowball,2018
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.107830552,0.102403645,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.10658504,0.101278732,snowball,2019
Glycine max 'Liaoxin',Fabaceae,Glycine,max,Liaoxin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Zheng et al 2020,3,Ca,0.214285735,0.194156032,snowball,2020
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"no calcium, salt",,,,,,,,,,,Pinero et al 2018,6,Mn,-0.08,-0.083381609,snowball,2018
Glycine max 'MTTPDH',Fabaceae,Glycine,max,MTTPDH,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,0.221276588,0.199896695,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Na,0.11495686,0.108815714,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,P,0.117159763,0.110789539,snowball,2018
Glycine max 'Shironomai',Fabaceae,Glycine,max,Shironomai,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Ca,0.117647059,0.111225635,snowball,2021
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.119700748,0.11306146,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Cu,0.119112593,0.112536044,snowball,2019
Brassica rapa 'Michico',Brassicaceae,Brassica,rapa,Michico,Chinese cabbage,C3,shoot,chamber,pot,800,420,380,,15/12,,,,,,,,,,Reich et al 2015,3,Fe,0.02,0.019802627,snowball,2015
Brassica rapa 'Michico',Brassicaceae,Brassica,rapa,Michico,Chinese cabbage,C3,shoot,chamber,pot,800,420,380,,15/12,,,,,,,,,,Reich et al 2015,3,K,0.02,0.019802627,snowball,2015
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,K,0.128,0.120446153,snowball,2018
Glycine max 'ISZ-II',Fabaceae,Glycine,max,ISZ-II,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,0.253676466,0.226080407,snowball,2019
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.131428571,0.123481057,snowball,2018
Glycine max 'Wisconsin Black',Fabaceae,Glycine,max,Wisconsin Black,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,0.261016916,0.231918472,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.132393323,0.124333378,snowball,2019
Glycine max 'Early Mandarin',Fabaceae,Glycine,max,Early Mandarin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,0.269767497,0.238833811,snowball,2019
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Zn,0.138810198,0.129984032,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.139671788,0.130740316,snowball,2019
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.143974961,0.134509005,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Co,0.145303606,0.13566976,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.145736498,0.13604766,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,As,0.150341303,0.140058684,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Cu,0.153187762,0.142530074,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Co,0.15590506,0.144883639,snowball,2019
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,15 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,P,0.0667,0.0646,Loladze,2003
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.157953167,0.146653935,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.158874384,0.147449175,snowball,2019
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mn,0.171568627,0.158343558,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.172355583,0.159015044,snowball,2019
Daucus carota 'T-1-111',Apiaceae,Daucus,carota,T-1-111,carrot,C3,tuber,greenhouse,pot,1000,400,600,,,,,,,,,,,,Azam et al 2013,3,Mn,0.0463,0.0453,Loladze,2013
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.180836707,0.166223261,snowball,2018
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Zn,0.181303116,0.166618165,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,As,0.183950132,0.168856417,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,S,0.194847021,0.178018161,snowball,2018
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"no calcium, salt",,,,,,,,,,,Pinero et al 2018,6,K,-0.085324232,-0.089185629,snowball,2018
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.195564516,0.178618472,snowball,2018
Glycine max 'Cschi675',Fabaceae,Glycine,max,Cschi675,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,0.391666679,0.330502078,snowball,2019
Cucumis sativus 'Jinmei 3',Cucurbitaceae,Cucumis,sativus,Jinmei 3,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,low,,,32.0596,118.805,China,Dong et al 2018b,1,K,0.06271777,0.060829561,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.205019915,0.186496094,snowball,2019
Petroselinum crispum,Apiaceae,Petroselinum,crispum,,parsley,C3,shoot,chamber,pot,627,378,249,,,,,,,,,,,,Saleh et al 2018,3,K,0.035137702,0.034534463,snowball,2018
Petroselinum crispum,Apiaceae,Petroselinum,crispum,,parsley,C3,shoot,chamber,pot,627,378,249,,,,,,,,,,,,Saleh et al 2018,3,P,0.035149385,0.03454575,snowball,2018
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.215725806,0.19534127,snowball,2018
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,K,0.217391304,0.196710294,snowball,2018
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mn,0.227722772,0.205161049,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,Fe,0.447826284,0.370063317,snowball,2016
Solanum lycopersicum 'Eureka',Solanaceae,Solanum,lycopersicum,Eureka,tomato,C3,fruit,greenhouse,pot,1000,400,600,,,,,,,,,,,,Khan et al 2013,3,Ca,0.0481,0.047,Loladze,2013
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mg,0.229681979,0.206755582,snowball,2018
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Ca,0.230769231,0.207639365,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Sr,0.231728875,0.208418772,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.5 mM,,,,,,,Singh et al 2016,14,Fe,0.504237299,0.408285992,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.257960532,0.229491785,snowball,2019
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,15 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,Mg,0.0714,0.069,Loladze,2003
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,45 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,Mg,0.0714,0.069,Loladze,2003
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,0.273527426,0.241790551,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.313909122,0.273006756,snowball,2019
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,644,366,278,,,,,,,22.5 nmol/mol,,57.9,12.4,Sweden,Piikki et al 2007,6,Mg,0.073,0.0705,Loladze,2007
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.321800187,0.278994586,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Ca,0.333333333,0.287682072,snowball,2018
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Ca,0.339066339,0.291972609,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.01 mM,,,,,,,Singh et al 2016,14,Fe,0.66161641,0.507790869,snowball,2016
Cucumis sativus 'Jinyou 38',Cucurbitaceae,Cucumis,sativus,Jinyou 38,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,14 mmol/L,,,32.0596,118.805,China,Dong et al 2018a,1,Mn,0.066945607,0.064799993,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,0.381027065,0.322827472,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.381759461,0.323357659,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,0.419170206,0.350072339,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.419690968,0.35043922,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.424038077,0.353496552,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.473605495,0.387712116,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.507847545,0.410683167,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.50839311,0.411044918,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.521752724,0.419862779,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.53923003,0.431282311,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.549292846,0.437798598,snowball,2019
Brassica rapa 'Grabe',Brassicaceae,Brassica,rapa,Grabe,turnip,C3,tuber,greenhouse,pot,1000,400,600,,,,,,,,,,,,Azam et al 2013,3,Pb,0.052,0.0507,Loladze,2013
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.560388764,0.444934998,snowball,2019
Solanum tuberosum 'Superior',Solanaceae,Solanum,tuberosum,Superior,potato,C3,tuber,OTC,pot,540,370,345,,,,,,,45 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,Mn,0.0375,0.036813973,Loladze,2003
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mo,0.563384096,0.446852764,snowball,2019
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"no calcium, salt",,,,,,,,,,,Pinero et al 2018,6,Na,-0.095303867,-0.100156157,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Rb,0.587205565,0.461974964,snowball,2019
Lactuca sativa 'Rex',Asteraceae,Lactuca,sativa,Rex,lettuce,C3,shoot,chamber,pot,1200,400,800,,,,,,,,,,,,Holley et al 2022,12,Mg,0.070063337,0.06771784,snowball,2022
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.636023943,0.492268873,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,0.940107766,0.662743521,snowball,2019
Lactuca sativa 'Rouxai',Asteraceae,Lactuca,sativa,Rouxai,lettuce,C3,shoot,chamber,pot,1600,400,1200,,,,,,,,,,,,Holley et al 2022,12,Mg,0.10617695,0.100909881,snowball,2022
Triticum aestivum 'Batis',Poaceae,Triticum,aestivum,Batis,wheat,C3,grain,FACE,field,600,393,207,,,,,,40 kg/hectare,,2014,52.3,10.433333,Germany,Dier et al 2020,3,Zn,0,0,snowball,2020
Triticum aestivum 'Yitpi',Poaceae,Triticum,aestivum,Yitpi,wheat,C3,grain,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Ca,0,0,snowball,2019
Cucumis sativus 'Jinmei 3',Cucurbitaceae,Cucumis,sativus,Jinmei 3,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,high,,,32.0596,118.805,China,Dong et al 2018b,1,Na,0.07239819,0.06989744,snowball,2018
Triticum aestivum 'Yitpi',Poaceae,Triticum,aestivum,Yitpi,wheat,C3,grain,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Cu,0,0,snowball,2019
Triticum aestivum 'Yitpi',Poaceae,Triticum,aestivum,Yitpi,wheat,C3,grain,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Mg,0,0,snowball,2019
Triticum aestivum 'Yitpi',Poaceae,Triticum,aestivum,Yitpi,wheat,C3,grain,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,P,0,0,snowball,2019
Triticum aestivum 'Yitpi',Poaceae,Triticum,aestivum,Yitpi,wheat,C3,grain,FACE,field,550,390,160,,,,,,,,,-36.749167,142.113889,Australia,Jin et al 2019,4,Zn,0,0,snowball,2019
Triticum aestivum 'Yangmai 14',Poaceae,Triticum,aestivum,Yangmai 14,wheat,C3,grain,FACE,field,570,370,200,Cd=0,,,,,,,,32.584722,119.7,China,Guo et al 2011,3,Cd,0,0,Loladze,2011
Triticum aestivum 'Alcazar',Poaceae,Triticum,aestivum,Alcazar,wheat,C3,grain,tunnel,field,700,350,350,,,,,,,,,,,,de la Puente et al 2000,2,Ca,0,0,Loladze,2000
Triticum aestivum 'Alcazar',Poaceae,Triticum,aestivum,Alcazar,wheat,C3,grain,tunnel,field,700,350,350,,,,,,,,,,,,de la Puente et al 2000,2,Fe,0,0,Loladze,2000
Lactuca sativa 'Rouxai',Asteraceae,Lactuca,sativa,Rouxai,lettuce,C3,shoot,chamber,pot,1600,400,1200,,,,,,,,,,,,Holley et al 2022,12,S,0.110550986,0.104856276,snowball,2022
Triticum aestivum 'Alcazar',Poaceae,Triticum,aestivum,Alcazar,wheat,C3,grain,tunnel,field,700,350,350,,,,,,,,,,,,de la Puente et al 2000,2,Mg,0,0,Loladze,2000
Triticum aestivum 'Lianmai 6',Poaceae,Triticum,aestivum,Lianmai 6,wheat,C3,grain,chamber,pot,700,380,320,,,,,,,,,,,,Li et al 2016,4,Ca,0,0,snowball,2016
Triticum aestivum 'Batis',Poaceae,Triticum,aestivum,Batis,wheat,C3,grain,FACE,field,550,380,170,,,,,,N100,,2002,52.3,10.43,Germany,Wroblewitz et al 2013,2,Na,0,0,Loladze,2013
Triticum aestivum 'Batis',Poaceae,Triticum,aestivum,Batis,wheat,C3,grain,FACE,field,550,380,170,,,,,,N100,,2005,52.3,10.43,Germany,Wroblewitz et al 2013,2,Na,0,0,Loladze,2013
Triticum aestivum 'Batis',Poaceae,Triticum,aestivum,Batis,wheat,C3,grain,FACE,field,550,380,170,,,,,,N50,,2005,52.3,10.43,Germany,Wroblewitz et al 2013,2,Na,0,0,Loladze,2013
Triticum aestivum 'A. Marzio',Poaceae,Triticum,aestivum,A. Marzio,wheat,C3,grain,FACE,field,570,400,170,,,,,,,,,44.927,9.893,Italy,Beleggia et al 2018,4,Cu,0,0,snowball,2018
Triticum aestivum 'Cappelli',Poaceae,Triticum,aestivum,Cappelli,wheat,C3,grain,FACE,field,570,400,170,,,,,,,,,44.927,9.893,Italy,Beleggia et al 2018,4,Cu,0,0,snowball,2018
Cucumis sativus 'Jinmei 3',Cucurbitaceae,Cucumis,sativus,Jinmei 3,cucumber,C3,fruit,OTC,pot,800,400,400,,,,,,high,,,32.0596,118.805,China,Dong et al 2018b,1,Mg,0.037735849,0.037041272,snowball,2018
Triticum aestivum 'Ciccio',Poaceae,Triticum,aestivum,Ciccio,wheat,C3,grain,FACE,field,570,400,170,,,,,,,,,44.927,9.893,Italy,Beleggia et al 2018,4,Cu,0,0,snowball,2018
